frame,x,y
2985,212,511
2986,212,509
2988,212,509
2989,208,509
2990,208,509
2991,208,506
2993,208,508
2994,208,508
2995,208,508
2996,208,507
2998,208,508
2999,208,508
3000,208,508
3001,208,510
3002,208,510
3003,208,510
3004,208,510
3005,208,509
3006,208,509
3007,207,509
3008,209,507
3009,209,508
3010,300,430
3011,300,430
3013,338,326
3014,337,326
3015,339,277
3017,341,274
3018,341,274
3019,341,274
3020,342,273
3021,341,273
3022,342,273
3023,341,273
3024,341,273
3026,341,273
3027,341,273
3028,341,273
3029,341,273
3030,341,273
3031,341,273
3032,344,273
3033,343,273
3034,343,271
3035,342,272
3037,342,273
3038,342,273
3039,341,271
3040,341,272
3041,338,256
3042,339,257
3043,339,257
3044,306,189
3045,306,190
3046,300,130
3048,297,128
3049,297,128
3050,297,128
3051,293,141
3052,293,141
3053,293,146
3054,293,146
3055,293,146
3056,293,147
3057,293,147
3058,293,147
3059,292,148
3061,292,148
3062,292,148
3063,284,137
3065,267,135
3066,267,135
3067,267,135
3068,205,166
3069,205,166
3070,212,330
3071,294,393
3073,294,393
3074,294,393
3075,294,394
3076,294,394
3077,259,401
3078,259,401
3079,259,400
3080,160,409
3081,159,409
3082,152,385
3084,145,384
3085,145,384
3086,145,384
3087,149,384
3088,149,384
3089,146,385
3090,145,385
3091,147,388
3092,147,387
3094,146,389
3096,146,389
3097,146,389
3098,146,389
3099,146,384
3100,148,384
3101,148,384
3102,146,388
3103,146,388
3104,146,388
3105,145,388
3106,145,388
3107,142,387
3108,142,387
3109,142,387
3110,129,386
3111,129,386
3112,57,391
3114,56,385
3115,57,384
3116,57,384
3117,57,384
3118,57,384
3119,58,386
3120,57,385
3121,58,385
3122,57,386
3123,57,386
3124,57,386
3126,54,387
3127,54,387
3128,54,386
3129,54,382
3130,54,382
3131,55,386
3132,54,386
3133,54,386
3134,64,382
3135,63,381
3136,207,375
3137,233,398
3139,230,398
3140,227,397
3141,301,394
3142,296,394
3143,299,383
3144,292,383
3145,285,383
3146,303,376
3147,295,376
3148,323,367
3149,313,367
3150,538,345
3151,525,345
3152,513,345
3153,524,345
3154,511,345
3155,496,347
3156,482,346
3157,468,346
3158,481,350
3159,466,349
3160,456,348
3162,438,356
3163,424,355
3164,411,354
3165,409,358
3166,396,357
3167,407,357
3169,398,356
3170,420,357
3171,412,356
3172,407,358
3173,388,360
3175,383,360
3176,378,359
3177,368,360
3178,365,360
3179,355,360
3180,353,360
3181,349,355
3183,349,355
3184,340,356
3185,336,355
3187,336,355
3188,337,355
3189,337,354
3190,337,354
3191,336,354
3192,337,354
3193,338,354
3194,339,354
3195,337,354
3197,337,353
3198,337,351
3199,338,351
3200,338,350
3201,342,350
3202,343,351
3203,343,351
3204,342,351
3205,343,351
3207,342,351
3208,343,354
3209,342,354
3210,338,354
3211,338,354
3213,338,349
3214,338,349
3215,338,347
3216,338,347
3218,340,347
3219,341,347
3220,339,346
3222,335,343
3223,336,344
3225,301,345
3226,301,345
3227,290,345
3228,291,345
3229,275,353
3230,276,353
3231,277,353
3232,266,380
3233,267,380
3234,266,379
3235,267,379
3236,268,379
3237,293,370
3238,294,370
3239,299,369
3241,311,370
3242,312,370
3243,313,370
3244,315,370
3245,316,370
3246,315,364
3247,315,364
3248,316,365
3249,315,365
3250,315,365
3251,318,369
3252,322,369
3254,322,370
3255,323,370
3256,323,369
3258,323,373
3260,324,373
3261,328,375
3262,329,375
3263,328,374
3265,330,373
3266,330,373
3267,331,373
3268,331,372
3270,332,371
3271,332,371
3272,333,370
3273,332,370
3274,333,370
3275,332,371
3276,332,371
3277,332,371
3278,332,371
3279,332,371
3280,314,347
3281,314,347
3282,314,347
3283,314,347
3285,314,347
3286,314,348
3287,314,348
3288,334,356
3290,334,356
3291,334,356
3292,339,356
3294,339,357
3295,339,356
3297,340,357
3298,341,357
3299,341,357
3300,342,356
3301,342,356
3302,342,356
3303,341,355
3304,341,355
3306,341,356
3307,342,355
3308,342,356
3309,342,356
3310,342,358
3311,342,358
3312,343,358
3314,343,358
3315,343,358
3316,343,354
3317,343,354
3318,343,354
3319,343,354
3321,342,355
3323,342,355
3324,343,355
3325,343,354
3326,343,354
3327,343,354
3329,343,354
3330,343,354
3331,343,354
3333,343,353
3334,343,353
3335,343,353
3336,344,353
3337,345,353
3338,345,353
3339,346,353
3340,346,353
3341,347,353
3342,348,353
3343,348,353
3344,348,353
3345,349,353
3346,349,353
3347,349,354
3348,349,354
3349,349,354
3350,349,353
3351,349,353
3352,349,353
3353,349,353
3354,349,353
3355,349,353
3356,349,353
3357,348,353
3358,348,353
3359,348,353
3360,348,353
3361,347,352
3362,347,352
3363,347,352
3365,346,352
3366,347,352
3367,347,351
3368,347,351
3369,347,351
3370,347,351
3371,348,350
3372,348,350
3373,348,350
3374,348,349
3375,348,349
3377,348,349
3379,348,349
3381,348,349
3382,348,348
3383,349,348
3384,349,348
3385,349,348
3386,349,348
3387,349,348
3388,350,348
3389,350,347
3390,350,347
3391,350,347
3392,350,347
3393,350,347
3394,350,347
3395,350,347
3396,350,346
3397,350,346
3398,350,346
3399,350,346
3400,350,346
3401,350,346
3402,350,346
3403,350,346
3404,350,345
3405,350,345
3406,350,345
3407,350,345
3408,350,345
3409,349,345
3410,349,344
3411,349,344
3412,348,344
3413,348,343
3414,347,343
3415,347,343
3416,345,342
3417,343,341
3418,340,339
3419,338,339
3420,337,338
3421,338,338
3422,338,338
3423,339,338
3424,339,339
